'2024-07-31','01:12:08.438210',61,48
'2024-07-31','01:12:09.474817',73,33
'2024-07-31','01:12:10.513936',73,33
'2024-07-31','01:12:11.567301',54,57
'2024-07-31','01:15:02.131522',72,35
'2024-07-31','01:15:03.564016',57,53
'2024-07-31','01:15:04.688352',73,33
'2024-07-31','01:15:05.804060',74,32
'2024-07-31','01:15:07.076005',73,33
'2024-07-31','01:15:08.141062',75,31
'2024-07-31','01:15:09.207893',74,32
'2024-07-31','01:15:10.253144',74,32
'2024-07-31','01:15:11.312437',73,33
'2024-07-31','01:15:12.361956',73,33
'2024-07-31','01:18:01.932863',83,21
'2024-07-31','01:18:03.059298',66,42
'2024-07-31','01:18:04.194937',72,35
'2024-07-31','01:18:05.423465',72,35
'2024-07-31','01:18:06.548825',73,33
'2024-07-31','01:18:07.589224',71,36
'2024-07-31','01:18:08.627023',73,33
'2024-07-31','01:18:09.667485',72,35
'2024-07-31','01:18:10.712579',72,35
'2024-07-31','01:18:11.774798',73,33
'2024-07-31','01:21:04.628689',75,31
'2024-07-31','01:21:06.357826',74,32
'2024-07-31','01:21:07.488928',72,35
'2024-07-31','01:21:08.517456',72,35
'2024-07-31','01:21:09.554264',73,33
'2024-07-31','01:21:10.775114',72,35
'2024-07-31','01:21:12.920898',73,33
'2024-07-31','01:21:14.244270',73,33
'2024-07-31','01:21:15.277768',89,13
'2024-07-31','01:21:16.370059',72,35
'2024-07-31','01:24:02.197619',71,36
'2024-07-31','01:24:03.308063',71,36
'2024-07-31','01:24:04.743029',72,35
'2024-07-31','01:24:05.776655',72,35
'2024-07-31','01:24:06.811045',69,38
'2024-07-31','01:24:07.848253',72,35
'2024-07-31','01:24:08.898688',73,33
'2024-07-31','01:24:09.937940',65,43
'2024-07-31','01:24:10.970855',72,35
'2024-07-31','01:24:12.013586',71,36
'2024-07-31','01:27:01.592165',74,32
'2024-07-31','01:27:02.723201',72,35
'2024-07-31','01:27:03.849302',71,36
'2024-07-31','01:27:04.884020',71,36
'2024-07-31','01:27:05.926779',71,36
'2024-07-31','01:27:06.974841',73,33
'2024-07-31','01:27:08.012855',72,35
'2024-07-31','01:27:09.055766',70,37
'2024-07-31','01:27:10.096220',71,36
'2024-07-31','01:27:12.345714',62,47
'2024-07-31','01:30:01.818216',72,35
'2024-07-31','01:30:03.050049',70,37
'2024-07-31','01:30:04.094607',71,36
'2024-07-31','01:30:05.135022',74,32
'2024-07-31','01:30:06.180383',71,36
'2024-07-31','01:30:07.224905',70,37
'2024-07-31','01:30:08.269880',58,52
'2024-07-31','01:30:09.301282',70,37
'2024-07-31','01:30:10.340078',71,36
'2024-07-31','01:30:11.376743',73,33
'2024-07-31','01:33:01.957821',70,37
'2024-07-31','01:33:03.075666',70,37
'2024-07-31','01:33:04.201537',70,37
'2024-07-31','01:33:05.230590',83,21
'2024-07-31','01:33:06.266890',67,41
'2024-07-31','01:33:07.307611',70,37
'2024-07-31','01:33:08.346364',70,37
'2024-07-31','01:33:09.385086',69,38
'2024-07-31','01:33:10.429761',69,38
'2024-07-31','01:33:11.468346',70,37
'2024-07-31','01:36:01.972929',69,38
'2024-07-31','01:36:03.105671',67,41
'2024-07-31','01:36:04.433638',64,45
'2024-07-31','01:36:05.472721',69,38
'2024-07-31','01:36:06.504586',70,37
'2024-07-31','01:36:07.534828',69,38
'2024-07-31','01:36:08.571240',70,37
'2024-07-31','01:36:09.610715',69,38
'2024-07-31','01:36:10.683123',69,38
'2024-07-31','01:36:11.731796',68,40
'2024-07-31','01:39:02.325034',65,43
'2024-07-31','01:39:03.428970',68,40
'2024-07-31','01:39:04.461945',69,38
'2024-07-31','01:39:05.494242',68,40
'2024-07-31','01:39:06.533855',70,37
'2024-07-31','01:39:07.574665',70,37
'2024-07-31','01:39:08.614447',69,38
'2024-07-31','01:39:09.648637',75,31
'2024-07-31','01:39:10.685743',69,38
'2024-07-31','01:39:11.739275',68,40
'2024-07-31','01:42:02.328655',73,33
'2024-07-31','01:42:03.464930',70,37
'2024-07-31','01:42:04.504405',71,36
'2024-07-31','01:42:05.539549',68,40
'2024-07-31','01:42:06.574779',68,40
'2024-07-31','01:42:07.635490',69,38
'2024-07-31','01:42:08.670979',67,41
'2024-07-31','01:42:09.703702',68,40
'2024-07-31','01:42:10.740255',68,40
'2024-07-31','01:42:11.790667',69,38
'2024-07-31','01:45:02.376710',69,38
'2024-07-31','01:45:03.490235',65,43
'2024-07-31','01:45:04.728903',67,41
'2024-07-31','01:45:05.842362',67,41
'2024-07-31','01:45:07.269380',67,41
'2024-07-31','01:45:08.303047',68,40
'2024-07-31','01:45:09.335088',67,41
'2024-07-31','01:45:10.371310',68,40
'2024-07-31','01:45:11.422812',66,42
'2024-07-31','01:45:12.512534',68,40
'2024-07-31','01:48:02.068168',66,42
'2024-07-31','01:48:03.204320',67,41
'2024-07-31','01:48:04.728530',67,41
'2024-07-31','01:48:11.692485',66,42
'2024-07-31','01:48:15.299703',68,40
'2024-07-31','01:48:16.344996',62,47
'2024-07-31','01:48:17.396540',61,48
'2024-07-31','01:48:18.436117',66,42
'2024-07-31','01:48:19.480394',66,42
'2024-07-31','01:48:20.507234',67,41
'2024-07-31','01:51:02.204296',67,41
'2024-07-31','01:51:03.326512',67,41
'2024-07-31','01:51:04.446030',65,43
'2024-07-31','01:51:05.476326',66,42
'2024-07-31','01:51:06.509067',67,41
'2024-07-31','01:51:07.537248',66,42
'2024-07-31','01:51:08.576150',67,41
'2024-07-31','01:51:09.621693',65,43
'2024-07-31','01:51:10.651118',67,41
'2024-07-31','01:51:11.690470',61,48
'2024-07-31','01:54:02.219057',66,42
'2024-07-31','01:54:03.448589',66,42
'2024-07-31','01:54:04.577382',64,45
'2024-07-31','01:54:05.615618',65,43
'2024-07-31','01:54:06.651351',65,43
'2024-07-31','01:54:07.680090',67,41
'2024-07-31','01:54:08.721313',66,42
'2024-07-31','01:54:09.753064',67,41
'2024-07-31','01:54:10.784417',67,41
'2024-07-31','01:54:11.823623',68,40
'2024-07-31','01:57:02.358834',64,45
'2024-07-31','01:57:03.622374',66,42
'2024-07-31','01:57:04.698282',65,43
'2024-07-31','01:57:05.845284',65,43
'2024-07-31','01:57:06.882760',63,46
'2024-07-31','01:57:07.918853',65,43
'2024-07-31','01:57:08.953490',72,35
'2024-07-31','01:57:09.985447',62,47
'2024-07-31','01:57:11.021405',64,45
'2024-07-31','01:57:12.103156',67,41
'2024-07-31','02:00:01.661717',64,45
'2024-07-31','02:00:02.783118',65,43
'2024-07-31','02:00:03.902139',63,46
'2024-07-31','02:00:04.939483',67,41
'2024-07-31','02:00:06.000862',65,43
'2024-07-31','02:00:07.031201',65,43
'2024-07-31','02:00:08.164334',52,60
'2024-07-31','02:00:09.194029',64,45
'2024-07-31','02:00:10.221196',54,57
'2024-07-31','02:00:11.259300',62,47
'2024-07-31','02:03:01.801572',64,45
'2024-07-31','02:03:02.909381',63,46
'2024-07-31','02:03:03.943613',64,45
'2024-07-31','02:03:04.975128',64,45
'2024-07-31','02:03:06.028066',63,46
'2024-07-31','02:03:07.075755',67,41
'2024-07-31','02:03:09.188968',64,45
'2024-07-31','02:03:10.226925',62,47
'2024-07-31','02:03:11.285076',62,47
'2024-07-31','02:03:12.322427',64,45
'2024-07-31','02:06:01.800537',63,46
'2024-07-31','02:06:03.240536',61,48
'2024-07-31','02:06:04.362927',63,46
'2024-07-31','02:06:05.399696',63,46
'2024-07-31','02:06:06.435282',62,47
'2024-07-31','02:06:07.479380',61,48
'2024-07-31','02:06:08.552922',62,47
'2024-07-31','02:06:09.584746',62,47
'2024-07-31','02:06:10.615212',63,46
'2024-07-31','02:06:11.658868',60,50
'2024-07-31','02:09:02.238995',63,46
'2024-07-31','02:09:03.375894',64,45
'2024-07-31','02:09:04.488699',62,47
'2024-07-31','02:09:05.515502',62,47
'2024-07-31','02:09:06.564572',49,63
'2024-07-31','02:09:07.603366',61,48
'2024-07-31','02:09:08.636530',62,47
'2024-07-31','02:09:09.666728',62,47
'2024-07-31','02:09:10.694143',62,47
'2024-07-31','02:09:11.898857',62,47
'2024-07-31','02:12:02.569157',61,48
'2024-07-31','02:12:03.693996',62,47
'2024-07-31','02:12:05.427660',61,48
'2024-07-31','02:12:06.457900',62,47
'2024-07-31','02:12:07.498597',62,47
'2024-07-31','02:12:08.543730',61,48
'2024-07-31','02:12:09.594401',61,48
'2024-07-31','02:12:10.629215',62,47
'2024-07-31','02:12:11.656074',60,50
'2024-07-31','02:12:12.686191',61,48
'2024-07-31','02:15:02.187010',60,50
'2024-07-31','02:15:03.434430',60,50
'2024-07-31','02:15:04.532039',61,48
'2024-07-31','02:15:05.562198',60,50
'2024-07-31','02:15:06.591113',61,48
'2024-07-31','02:15:07.630863',63,46
'2024-07-31','02:15:08.680113',63,46
'2024-07-31','02:15:09.715308',60,50
'2024-07-31','02:15:10.744548',53,58
'2024-07-31','02:15:11.772375',62,47
'2024-07-31','02:18:02.309539',59,51
'2024-07-31','02:18:03.430953',59,51
'2024-07-31','02:18:04.556491',61,48
'2024-07-31','02:18:05.704515',60,50
'2024-07-31','02:18:06.811098',59,51
'2024-07-31','02:18:07.855512',60,50
'2024-07-31','02:18:08.912644',74,32
'2024-07-31','02:18:09.941655',54,57
'2024-07-31','02:18:12.135757',61,48
'2024-07-31','02:18:13.266011',60,50
'2024-07-31','02:21:01.936444',58,52
'2024-07-31','02:21:03.069463',62,47
'2024-07-31','02:21:04.180795',60,50
'2024-07-31','02:21:05.215842',59,51
'2024-07-31','02:21:06.256167',58,52
'2024-07-31','02:21:07.301862',58,52
'2024-07-31','02:21:08.342530',60,50
'2024-07-31','02:21:09.385227',59,51
'2024-07-31','02:21:10.421604',62,47
'2024-07-31','02:21:11.452210',60,50
'2024-07-31','02:24:01.946576',62,47
'2024-07-31','02:24:03.213180',58,52
'2024-07-31','02:24:04.295175',63,46
'2024-07-31','02:24:05.327103',58,52
'2024-07-31','02:24:06.359185',58,52
'2024-07-31','02:24:07.392290',58,52
'2024-07-31','02:24:08.423917',47,66
'2024-07-31','02:24:09.458363',58,52
'2024-07-31','02:24:10.488895',62,47
'2024-07-31','02:24:11.520354',58,52
'2024-07-31','02:27:02.068896',57,53
'2024-07-31','02:27:03.207817',57,53
'2024-07-31','02:27:04.321251',58,52
'2024-07-31','02:27:05.365008',56,55
'2024-07-31','02:27:06.401158',57,53
'2024-07-31','02:27:07.428848',57,53
'2024-07-31','02:27:08.466706',50,62
'2024-07-31','02:27:09.497180',57,53
'2024-07-31','02:27:10.527712',56,55
'2024-07-31','02:27:11.556516',57,53
'2024-07-31','02:30:02.100037',56,55
'2024-07-31','02:30:03.317257',57,53
'2024-07-31','02:30:04.548106',72,35
'2024-07-31','02:30:05.593103',57,53
'2024-07-31','02:30:06.624524',57,53
'2024-07-31','02:30:07.664718',57,53
'2024-07-31','02:30:08.696360',58,52
'2024-07-31','02:30:09.723636',53,58
'2024-07-31','02:30:10.760411',57,53
'2024-07-31','02:30:11.795270',56,55
'2024-07-31','02:33:02.319525',72,35
'2024-07-31','02:33:03.442157',56,55
'2024-07-31','02:33:04.567695',57,53
'2024-07-31','02:33:05.693886',57,53
'2024-07-31','02:33:06.738139',56,55
'2024-07-31','02:33:07.775998',53,58
'2024-07-31','02:33:08.803818',72,35
'2024-07-31','02:33:09.836730',57,53
'2024-07-31','02:33:10.870601',72,35
'2024-07-31','02:33:11.909204',56,55
'2024-07-31','02:36:02.440019',56,55
'2024-07-31','02:36:03.575651',56,55
'2024-07-31','02:36:04.612261',54,57
'2024-07-31','02:36:05.643484',55,56
'2024-07-31','02:36:06.676060',55,56
'2024-07-31','02:36:07.707190',55,56
'2024-07-31','02:36:08.745277',55,56
'2024-07-31','02:36:09.774165',55,56
'2024-07-31','02:36:10.805733',55,56
'2024-07-31','02:36:11.835477',55,56
'2024-07-31','02:39:02.373975',71,36
'2024-07-31','02:39:03.505987',54,57
'2024-07-31','02:39:04.623642',53,58
'2024-07-31','02:39:05.654319',53,58
'2024-07-31','02:39:06.684215',55,56
'2024-07-31','02:39:07.718482',56,55
'2024-07-31','02:39:08.751652',55,56
'2024-07-31','02:39:09.781166',54,57
'2024-07-31','02:39:10.816369',56,55
'2024-07-31','02:39:11.849445',56,55
'2024-07-31','02:42:02.595089',53,58
'2024-07-31','02:42:03.725021',53,58
'2024-07-31','02:42:04.948680',53,58
'2024-07-31','02:42:05.980086',53,58
'2024-07-31','02:42:07.024046',53,58
'2024-07-31','02:42:08.068038',53,58
'2024-07-31','02:42:09.103150',51,61
'2024-07-31','02:42:10.138839',54,57
'2024-07-31','02:42:11.168044',70,37
'2024-07-31','02:42:12.207759',54,57
'2024-07-31','02:45:01.902924',53,58
'2024-07-31','02:45:03.446066',54,57
'2024-07-31','02:45:04.479555',52,60
'2024-07-31','02:45:05.509834',54,57
'2024-07-31','02:45:06.539128',53,58
'2024-07-31','02:45:07.574285',53,58
'2024-07-31','02:45:12.557664',52,60
'2024-07-31','02:45:15.223239',54,57
'2024-07-31','02:45:16.445757',52,60
'2024-07-31','02:45:17.473593',50,62
'2024-07-31','02:48:02.025805',53,58
'2024-07-31','02:48:03.160070',52,60
'2024-07-31','02:48:04.284619',52,60
'2024-07-31','02:48:05.404924',54,57
'2024-07-31','02:48:06.542905',52,60
'2024-07-31','02:48:07.662226',51,61
'2024-07-31','02:48:08.785065',52,60
'2024-07-31','02:48:09.911899',60,50
'2024-07-31','02:48:11.042947',51,61
'2024-07-31','02:48:12.078849',51,61
'2024-07-31','02:51:01.643444',52,60
'2024-07-31','02:51:02.770136',52,60
'2024-07-31','02:51:04.005612',52,60
'2024-07-31','02:51:05.121880',50,62
'2024-07-31','02:51:06.257703',52,60
'2024-07-31','02:51:07.384204',52,60
'2024-07-31','02:51:08.420303',51,61
'2024-07-31','02:51:09.453649',54,57
'2024-07-31','02:51:10.482090',51,61
'2024-07-31','02:51:11.514902',50,62
'2024-07-31','02:54:02.077832',50,62
'2024-07-31','02:54:03.210520',50,62
'2024-07-31','02:54:04.338910',49,63
'2024-07-31','02:54:05.370274',51,61
'2024-07-31','02:54:06.397994',51,61
'2024-07-31','02:54:07.433797',50,62
'2024-07-31','02:54:08.469522',50,62
'2024-07-31','02:54:09.512265',50,62
'2024-07-31','02:54:10.553977',51,61
'2024-07-31','02:54:11.628739',51,61
'2024-07-31','02:57:02.198601',49,63
'2024-07-31','02:57:03.330231',50,62
'2024-07-31','02:57:04.457167',53,58
'2024-07-31','02:57:05.593559',49,63
'2024-07-31','02:57:06.624686',49,63
'2024-07-31','02:57:07.655601',48,65
'2024-07-31','02:57:08.698410',48,65
'2024-07-31','02:57:09.732919',52,60
'2024-07-31','02:57:10.767377',50,62
'2024-07-31','02:57:11.806911',49,63
'2024-07-31','03:00:02.341536',49,63
'2024-07-31','03:00:03.461288',51,61
'2024-07-31','03:00:04.487175',59,51
'2024-07-31','03:00:05.518827',48,65
'2024-07-31','03:00:06.544936',48,65
'2024-07-31','03:00:07.577881',48,65
'2024-07-31','03:00:08.613072',49,63
'2024-07-31','03:00:09.645448',48,65
'2024-07-31','03:00:10.673292',48,65
'2024-07-31','03:00:11.703409',66,42
'2024-07-31','03:03:02.250142',49,63
'2024-07-31','03:03:03.383494',66,42
'2024-07-31','03:03:04.812686',49,63
'2024-07-31','03:03:05.839190',48,65
'2024-07-31','03:03:06.869262',48,65
'2024-07-31','03:03:07.896643',48,65
'2024-07-31','03:03:08.923254',48,65
'2024-07-31','03:03:09.962062',49,63
'2024-07-31','03:03:10.994111',48,65
'2024-07-31','03:03:12.032088',50,62
'2024-07-31','03:06:01.557248',47,66
'2024-07-31','03:06:02.685684',49,63
'2024-07-31','03:06:03.815305',47,66
'2024-07-31','03:06:04.842933',47,66
'2024-07-31','03:06:05.868863',48,65
'2024-07-31','03:06:06.900851',47,66
'2024-07-31','03:06:07.932357',48,65
'2024-07-31','03:06:08.964054',47,66
'2024-07-31','03:06:09.998649',47,66
'2024-07-31','03:06:11.029796',47,66
'2024-07-31','03:09:03.632619',48,65
'2024-07-31','03:09:07.018415',46,67
'2024-07-31','03:09:08.183646',48,65
'2024-07-31','03:09:09.874107',46,67
'2024-07-31','03:09:10.904445',47,66
'2024-07-31','03:09:11.936339',46,67
'2024-07-31','03:09:14.279462',47,66
'2024-07-31','03:09:15.314572',47,66
'2024-07-31','03:09:16.348379',46,67
'2024-07-31','03:09:17.377156',65,43
'2024-07-31','03:12:03.355756',50,62
'2024-07-31','03:12:04.386884',47,66
'2024-07-31','03:12:08.675899',46,67
'2024-07-31','03:12:10.101049',46,67
'2024-07-31','03:12:11.335732',46,67
'2024-07-31','03:12:12.364228',45,68
'2024-07-31','03:12:13.392145',45,68
'2024-07-31','03:12:14.423143',45,68
'2024-07-31','03:12:15.450835',45,68
'2024-07-31','03:12:16.479230',46,67
'2024-07-31','03:15:02.039858',62,47
'2024-07-31','03:15:03.162729',44,70
'2024-07-31','03:15:04.292671',45,68
'2024-07-31','03:15:05.421671',44,70
'2024-07-31','03:15:06.544336',45,68
'2024-07-31','03:15:07.673919',44,70
'2024-07-31','03:15:08.799216',44,70
'2024-07-31','03:15:09.925553',63,46
'2024-07-31','03:15:11.050037',44,70
'2024-07-31','03:15:12.078141',47,66
'2024-07-31','03:18:01.771472',43,71
'2024-07-31','03:18:02.991068',44,70
'2024-07-31','03:18:04.316690',45,68
'2024-07-31','03:18:05.355482',43,71
'2024-07-31','03:18:06.603215',43,71
'2024-07-31','03:18:07.708232',45,68
